ensembl	hgnc
13603	ENSG00000173821	14539
13604	ENSG00000173825	18334
13605	ENSG00000173826	18862
13606	ENSG00000173838	26655
13607	ENSG00000173846	2154
13608	ENSG00000173848	14592
13609	ENSG00000173852	22205
13610	ENSG00000173862	NA
13611	ENSG00000173867	NA
13612	ENSG00000173868	16815
13613	ENSG00000173875	26895
13614	ENSG00000173889	15682
13615	ENSG00000173890	23693
13616	ENSG00000173894	1552
13617	ENSG00000173898	11276
13618	ENSG00000173905	15448
13619	ENSG00000173908	30842
13620	ENSG00000173914	28842
13621	ENSG00000173915	30889
13622	ENSG00000173917	5113
13623	ENSG00000173918	14324
13624	ENSG00000173926	28728
13625	ENSG00000173928	26638
13626	ENSG00000173930	23612
13627	ENSG00000173933	9901
13628	ENSG00000173947	27009
13629	ENSG00000173950	26639
13630	ENSG00000173954	29543
13631	ENSG00000173960	27265
13632	ENSG00000173966	NA
13633	ENSG00000173976	18286
13634	ENSG00000173988	34296
13635	ENSG00000173991	11610
13636	ENSG00000173992	1613
13637	ENSG00000174004	24613
13638	ENSG00000174007	28209
13639	ENSG00000174010	29347
13640	ENSG00000174013	29148
13641	ENSG00000174015	30720
13642	ENSG00000174016	28399
13643	ENSG00000174021	4408
13644	ENSG00000174028	34501
13645	ENSG00000174032	27371
13646	ENSG00000174038	31418
13647	ENSG00000174059	1662
13648	ENSG00000174080	2531
13649	ENSG00000174099	27375
13650	ENSG00000174106	28887
13651	ENSG00000174109	27558
13652	ENSG00000174123	15634
13653	ENSG00000174125	11847
13654	ENSG00000174130	16711
13655	ENSG00000174132	24943
13656	ENSG00000174136	26896
13657	ENSG00000174137	31860
13658	ENSG00000174145	29229
13659	ENSG00000174151	26804
13660	ENSG00000174156	4628
13661	ENSG00000174165	27387
13662	ENSG00000174171	NA
13663	ENSG00000174173	26022
13664	ENSG00000174175	10721
13665	ENSG00000174177	28005
13666	ENSG00000174197	14010
13667	ENSG00000174206	26517
13668	ENSG00000174225	31709
13669	ENSG00000174226	28605
13670	ENSG00000174227	25985
13671	ENSG00000174231	17340
13672	ENSG00000174233	237
13673	ENSG00000174236	33748
13674	ENSG00000174238	9001
13675	ENSG00000174243	17347
13676	ENSG00000174255	13155
13677	ENSG00000174276	1177
13678	ENSG00000174279	3507
13679	ENSG00000174282	23847
13680	ENSG00000174292	11940
13681	ENSG00000174306	15935
13682	ENSG00000174307	8934
13683	ENSG00000174325	15760
13684	ENSG00000174326	23093
13685	ENSG00000174327	31037
13686	ENSG00000174332	29525
13687	ENSG00000174339	14837
13688	ENSG00000174343	14079
13689	ENSG00000174348	23174
13690	ENSG00000174353	33845
13691	ENSG00000174358	27960
13692	ENSG00000174365	25046
13693	ENSG00000174370	28584
13694	ENSG00000174371	3511
13695	ENSG00000174373	17770
13696	ENSG00000174384	33514
13697	ENSG00000174403	26393
13698	ENSG00000174405	6601
13699	ENSG00000174407	16159
13700	ENSG00000174408	39269
13701	ENSG00000174417	12299
13702	ENSG00000174418	39402
13703	ENSG00000174428	33125
13704	ENSG00000174429	30655
13705	ENSG00000174437	812
13706	ENSG00000174442	25468
13707	ENSG00000174444	10353
13708	ENSG00000174446	15484
13709	ENSG00000174448	18066
13710	ENSG00000174450	26695
13711	ENSG00000174453	37203
13712	ENSG00000174456	33790
13713	ENSG00000174460	27273
13714	ENSG00000174469	13830
13715	ENSG00000174473	33844
13716	ENSG00000174482	21207
13717	ENSG00000174483	966
13718	ENSG00000174485	24321
13719	ENSG00000174495	53704
13720	ENSG00000174498	9700
13721	ENSG00000174500	20253
13722	ENSG00000174501	32946
13723	ENSG00000174502	14469
13724	ENSG00000174514	25433
13725	ENSG00000174516	30010
13726	ENSG00000174521	26395
13727	ENSG00000174527	13879
13728	ENSG00000174529	32349
13729	ENSG00000174547	14042
13730	ENSG00000174562	20453
13731	ENSG00000174564	6004
13732	ENSG00000174567	24766
13733	ENSG00000174572	13975
13734	ENSG00000174574	25744
13735	ENSG00000174576	18983
13736	ENSG00000174579	25544
13737	ENSG00000174586	23714
13738	ENSG00000174599	28371
13739	ENSG00000174600	2121
13740	ENSG00000174606	30534
13741	ENSG00000174607	12555
13742	ENSG00000174611	26576
13743	ENSG00000174628	28556
13744	ENSG00000174640	10955
13745	ENSG00000174652	13059
13746	ENSG00000174667	8380
13747	ENSG00000174669	11004
13748	ENSG00000174672	11405
13749	ENSG00000174677	13712
13750	ENSG00000174678	34342
13751	ENSG00000174680	16458
13752	ENSG00000174684	15685
13753	ENSG00000174695	28330
13754	ENSG00000174697	6553
13755	ENSG00000174705	29242
13756	ENSG00000174715	53696
13757	ENSG00000174718	25559
13758	ENSG00000174720	24912
13759	ENSG00000174721	23428
13760	ENSG00000174738	7963
13761	ENSG00000174740	13629
13762	ENSG00000174744	17262
13763	ENSG00000174748	10306
13764	ENSG00000174749	26813
13765	ENSG00000174775	5173
13766	ENSG00000174776	26587
13767	ENSG00000174780	11303
13768	ENSG00000174788	30209
13769	ENSG00000174791	18749
13770	ENSG00000174792	26300
13771	ENSG00000174796	23189
13772	ENSG00000174799	29086
13773	ENSG00000174804	4042
13774	ENSG00000174807	18219
13775	ENSG00000174808	1121
13776	ENSG00000174827	8821
13777	ENSG00000174837	3336
13778	ENSG00000174839	26635
13779	ENSG00000174840	25386
13780	ENSG00000174842	14373
13781	ENSG00000174844	2943
13782	ENSG00000174851	16688
13783	ENSG00000174871	28744
13784	ENSG00000174876	475
13785	ENSG00000174885	22944
13786	ENSG00000174886	20371
13787	ENSG00000174891	24152
13788	ENSG00000174898	28598
13789	ENSG00000174899	25146
13790	ENSG00000174903	18370
13791	ENSG00000174912	31926
13792	ENSG00000174914	15319
13793	ENSG00000174915	15463
13794	ENSG00000174917	33702
13795	ENSG00000174928	26434
13796	ENSG00000174930	30344
13797	ENSG00000174937	14806
13798	ENSG00000174938	30844
13799	ENSG00000174939	27380
13800	ENSG00000174943	22234
13801	ENSG00000174944	16442
13802	ENSG00000174945	22231
13803	ENSG00000174946	30057
13804	ENSG00000174948	23627
13805	ENSG00000174950	32043
13806	ENSG00000174951	4012
13807	ENSG00000174953	14410
13808	ENSG00000174957	19612
13809	ENSG00000174963	20393
13810	ENSG00000174970	19607
13811	ENSG00000174977	NA
13812	ENSG00000174982	15183
13813	ENSG00000174989	13597
13814	ENSG00000174990	1377
13815	ENSG00000174992	30961
13816	ENSG00000174996	20716
13817	ENSG00000175003	10963
13818	ENSG00000175018	31653
13819	ENSG00000175029	2495
13820	ENSG00000175040	1970
13821	ENSG00000175048	20341
13822	ENSG00000175054	882
13823	ENSG00000175061	28619
13824	ENSG00000175063	15937
13825	ENSG00000175065	21307
13826	ENSG00000175066	28635
13827	ENSG00000175073	30897
13828	ENSG00000175077	28580
13829	ENSG00000175084	2770
13830	ENSG00000175087	18981
13831	ENSG00000175093	30630
13832	ENSG00000175097	9832
13833	ENSG00000175104	12036
13834	ENSG00000175105	25612
13835	ENSG00000175106	30453
13836	ENSG00000175110	14508
13837	ENSG00000175115	30032
13838	ENSG00000175121	20477
13839	ENSG00000175130	7142
13840	ENSG00000175137	29360
13841	ENSG00000175143	8277
13842	ENSG00000175147	26301
13843	ENSG00000175155	18326
13844	ENSG00000175161	29849
13845	ENSG00000175164	79
13846	ENSG00000175166	9559
13847	ENSG00000175170	34503
13848	ENSG00000175175	19322
13849	ENSG00000175182	28308
13850	ENSG00000175183	2470
13851	ENSG00000175189	6068
13852	ENSG00000175193	18253
13853	ENSG00000175197	2726
13854	ENSG00000175198	8653
13855	ENSG00000175202	26984
13856	ENSG00000175203	2712
13857	ENSG00000175206	7939
13858	ENSG00000175213	20041
13859	ENSG00000175215	17077
13860	ENSG00000175216	28959
13861	ENSG00000175220	673
13862	ENSG00000175221	17556
13863	ENSG00000175224	29091
13864	ENSG00000175229	24144
13865	ENSG00000175262	26730
13866	ENSG00000175264	1969
13867	ENSG00000175265	31972
13868	ENSG00000175267	27088
13869	ENSG00000175274	16842
13870	ENSG00000175279	23163
13871	ENSG00000175283	23406
13872	ENSG00000175287	23396
13873	ENSG00000175294	17116
13874	ENSG00000175302	19722
13875	ENSG00000175305	1590
13876	ENSG00000175309	28249
13877	ENSG00000175311	26795
13878	ENSG00000175315	2478
13879	ENSG00000175318	27287
13880	ENSG00000175319	7770
13881	ENSG00000175322	30574
13882	ENSG00000175324	20472
13883	ENSG00000175325	9455
13884	ENSG00000175329	28084
13885	ENSG00000175334	17397
13886	ENSG00000175336	615
13887	ENSG00000175344	1960
13888	ENSG00000175348	1168
13889	ENSG00000175352	1167
13890	ENSG00000175354	9650
13891	ENSG00000175356	30425
13892	ENSG00000175376	28147
13893	ENSG00000175387	6768
13894	ENSG00000175390	3275
13895	ENSG00000175395	13043
13896	ENSG00000175398	15378
13897	ENSG00000175414	22042
13898	ENSG00000175416	2091
13899	ENSG00000175426	8743
13900	ENSG00000175445	6677
13901	ENSG00000175449	29587
13902	ENSG00000175455	25766
13903	ENSG00000175463	24702
13904	ENSG00000175467	10538
13905	ENSG00000175470	23732
13906	ENSG00000175471	26183
13907	ENSG00000175482	14106
13908	ENSG00000175485	15239
13909	ENSG00000175489	29806
13910	ENSG00000175497	20823
13911	ENSG00000175505	17412
13912	ENSG00000175509	NA
13913	ENSG00000175513	26555
13914	ENSG00000175514	23622
13915	ENSG00000175518	28294
13916	ENSG00000175520	12510
13917	ENSG00000175535	9155
13918	ENSG00000175536	37216
13919	ENSG00000175538	6243
13920	ENSG00000175544	1386
13921	ENSG00000175548	31088
13922	ENSG00000175550	3019
13923	ENSG00000175556	21152
13924	ENSG00000175564	12519
13925	ENSG00000175567	12518
13926	ENSG00000175573	28801
13927	ENSG00000175575	25687
13928	ENSG00000175581	16653
13929	ENSG00000175582	9786
13930	ENSG00000175591	8541
13931	ENSG00000175592	13718
13932	ENSG00000175595	3436
13933	ENSG00000175600	16001
13934	ENSG00000175602	24926
13935	ENSG00000175604	NA
13936	ENSG00000175606	26050
13937	ENSG00000175611	27858
13938	ENSG00000175619	8290
13939	ENSG00000175634	10437
13940	ENSG00000175643	28349
13941	ENSG00000175646	9447
13942	ENSG00000175658	3028
13943	ENSG00000175662	11984
13944	ENSG00000175664	28622
13945	ENSG00000175676	32377
13946	ENSG00000175691	13150
13947	ENSG00000175697	20844
13948	ENSG00000175699	19860
13949	ENSG00000175701	27339
13950	ENSG00000175707	26624
13951	ENSG00000175711	21727
13952	ENSG00000175718	26859
13953	ENSG00000175727	17055
13954	ENSG00000175728	26805
13955	ENSG00000175730	996
13956	ENSG00000175741	23754
13957	ENSG00000175745	7975
13958	ENSG00000175746	33797
13959	ENSG00000175749	44016
13960	ENSG00000175756	24114
13961	ENSG00000175764	18113
13962	ENSG00000175766	33179
13963	ENSG00000175768	31369
13964	ENSG00000175772	26769
13965	ENSG00000175773	NA
13966	ENSG00000175779	33796
13967	ENSG00000175782	20864
13968	ENSG00000175785	18319
13969	ENSG00000175787	12957
13970	ENSG00000175792	10474
13971	ENSG00000175793	10773
13972	ENSG00000175800	15208
13973	ENSG00000175806	7377
13974	ENSG00000175809	26371
13975	ENSG00000175820	26851
13976	ENSG00000175826	19085
13977	ENSG00000175832	3493
13978	ENSG00000175841	34336
13979	ENSG00000175854	31412
13980	ENSG00000175857	26588
13981	ENSG00000175866	947
13982	ENSG00000175868	1438
13983	ENSG00000175874	14272
13984	ENSG00000175877	23018
13985	ENSG00000175879	5139
13986	ENSG00000175886	35682
13987	ENSG00000175893	20750
13988	ENSG00000175894	1268
13989	ENSG00000175895	20757
13990	ENSG00000175899	7
13991	ENSG00000175906	656
13992	ENSG00000175920	26594
13993	ENSG00000175928	20980
13994	ENSG00000175931	29554
13995	ENSG00000175938	28185
13996	ENSG00000175946	34435
13997	ENSG00000175967	NA
13998	ENSG00000175970	16488
13999	ENSG00000175984	24748
14000	ENSG00000175985	20148
14001	ENSG00000176007	23678
14002	ENSG00000176009	740
14003	ENSG00000176014	20776
14004	ENSG00000176018	26969
14005	ENSG00000176020	24075
14006	ENSG00000176022	17978
14007	ENSG00000176024	25827
14008	ENSG00000176029	1169
14009	ENSG00000176040	30846
14010	ENSG00000176043	NA
14011	ENSG00000176046	29990
14012	ENSG00000176049	29067
14013	ENSG00000176054	10324
14014	ENSG00000176055	33711
14015	ENSG00000176058	26894
14016	ENSG00000176075	31825
14017	ENSG00000176076	6241
14018	ENSG00000176083	28495
14019	ENSG00000176087	20753
14020	ENSG00000176092	17295
14021	ENSG00000176095	18360
14022	ENSG00000176101	11321
14023	ENSG00000176102	2485
14024	ENSG00000176105	12841
14025	ENSG00000176108	25675
14026	ENSG00000176115	32056
14027	ENSG00000176124	13747
14028	ENSG00000176125	33821
14029	ENSG00000176134	NA
14030	ENSG00000176136	6933
14031	ENSG00000176142	25600
14032	ENSG00000176148	25655
14033	ENSG00000176153	4554
14034	ENSG00000176155	27564
14035	ENSG00000176160	26862
14036	ENSG00000176165	3811
14037	ENSG00000176170	11240
14038	ENSG00000176171	1084
14039	ENSG00000176177	26352
14040	ENSG00000176182	20178
14041	ENSG00000176183	NA
14042	ENSG00000176194	1976
14043	ENSG00000176198	15347
14044	ENSG00000176200	15174
14045	ENSG00000176204	19411
14046	ENSG00000176208	25752
14047	ENSG00000176209	25166
14048	ENSG00000176219	15349
14049	ENSG00000176222	19417
14050	ENSG00000176225	18654
14051	ENSG00000176230	15355
14052	ENSG00000176231	15388
14053	ENSG00000176232	NA
14054	ENSG00000176236	28582
14055	ENSG00000176239	19600
14056	ENSG00000176243	42387
14057	ENSG00000176244	17715
14058	ENSG00000176246	15356
14059	ENSG00000176248	19989
14060	ENSG00000176253	15351
14061	ENSG00000176256	24954
14062	ENSG00000176261	24094
14063	ENSG00000176268	24408
14064	ENSG00000176269	19583
14065	ENSG00000176273	26607
14066	ENSG00000176281	14745
14067	ENSG00000176289	5390
14068	ENSG00000176290	14731
14069	ENSG00000176293	12919
14070	ENSG00000176294	14742
14071	ENSG00000176299	14735
14072	ENSG00000176302	29980
14073	ENSG00000176312	19433
14074	ENSG00000176318	43882
14075	ENSG00000176320	NA
14076	ENSG00000176340	2294
14077	ENSG00000176343	35645
14078	ENSG00000176349	NA
14079	ENSG00000176358	16641
14080	ENSG00000176371	20994
14081	ENSG00000176378	42985
14082	ENSG00000176381	28574
14083	ENSG00000176383	15683
14084	ENSG00000176386	17839
14085	ENSG00000176387	5209
14086	ENSG00000176390	17177
14087	ENSG00000176393	10078
14088	ENSG00000176396	28292
14089	ENSG00000176399	13826
14090	ENSG00000176401	26796
14091	ENSG00000176402	17495
14092	ENSG00000176406	17283
14093	ENSG00000176407	20589
14094	ENSG00000176410	16410
14095	ENSG00000176422	27468
14096	ENSG00000176428	18287
14097	ENSG00000176435	19832
14098	ENSG00000176438	19861
14099	ENSG00000176444	2069
14100	ENSG00000176454	30059
14101	ENSG00000176463	10952
14102	ENSG00000176472	27606
14103	ENSG00000176473	21064
14104	ENSG00000176476	25156
14105	ENSG00000176485	17825
14106	ENSG00000176490	19127
14107	ENSG00000176495	15255
14108	ENSG00000176510	14758
14109	ENSG00000176515	NA
14110	ENSG00000176531	30499
14111	ENSG00000176532	22310
14112	ENSG00000176533	4410
14113	ENSG00000176540	14702
14114	ENSG00000176542	30494
14115	ENSG00000176547	14697
14116	ENSG00000176555	14705
14117	ENSG00000176563	26847
14118	ENSG00000176566	26657
14119	ENSG00000176567	14854
14120	ENSG00000176571	26663
14121	ENSG00000176584	49497
14122	ENSG00000176593	NA
14123	ENSG00000176595	29104
14124	ENSG00000176597	15684
14125	ENSG00000176601	26249
14126	ENSG00000176605	26375
14127	ENSG00000176619	6638
14128	ENSG00000176623	24285
14129	ENSG00000176624	28040
14130	ENSG00000176635	28383
14131	ENSG00000176641	26811
14132	ENSG00000176654	23099
14133	ENSG00000176658	7598
14134	ENSG00000176659	26601
14135	ENSG00000176678	3817
14136	ENSG00000176679	18569
14137	ENSG00000176681	29069
14138	ENSG00000176692	3801
14139	ENSG00000176695	15381
14140	ENSG00000176697	1033
14141	ENSG00000176700	10567
14142	ENSG00000176714	25833
14143	ENSG00000176715	27288
14144	ENSG00000176716	14804
14145	ENSG00000176720	1087
14146	ENSG00000176723	28710
14147	ENSG00000176728	18495
14148	ENSG00000176731	32235
14149	ENSG00000176732	31103
14150	ENSG00000176742	19597
14151	ENSG00000176746	23796
14152	ENSG00000176748	19596
14153	ENSG00000176749	1775
14154	ENSG00000176752	8316
14155	ENSG00000176753	33868
14156	ENSG00000176754	26865
14157	ENSG00000176761	33262
14158	ENSG00000176769	23533
14159	ENSG00000176771	29847
14160	ENSG00000176774	28515
14161	ENSG00000176782	18115
14162	ENSG00000176783	19760
14163	ENSG00000176787	14769
14164	ENSG00000176788	957
14165	ENSG00000176797	15967
14166	ENSG00000176798	14759
14167	ENSG00000176809	32427
14168	ENSG00000176812	NA
14169	ENSG00000176826	23568
14170	ENSG00000176834	26078
14171	ENSG00000176840	30049
14172	ENSG00000176842	14361
14173	ENSG00000176845	27584
14174	ENSG00000176853	26306
14175	ENSG00000176855	33397
14176	ENSG00000176857	4275
14177	ENSG00000176868	NA
14178	ENSG00000176871	19222
14179	ENSG00000176882	NA
14180	ENSG00000176884	4584
14181	ENSG00000176887	11191
14182	ENSG00000176890	12441
14183	ENSG00000176893	15198
14184	ENSG00000176894	9716
14185	ENSG00000176895	15188
14186	ENSG00000176896	28277
14187	ENSG00000176900	15205
14188	ENSG00000176903	9158
14189	ENSG00000176904	14833
14190	ENSG00000176907	1357
14191	ENSG00000176909	26689
14192	ENSG00000176912	29553
14193	ENSG00000176915	29101
14194	ENSG00000176919	1354
14195	ENSG00000176920	4013
14196	ENSG00000176922	15204
14197	ENSG00000176923	8361
14198	ENSG00000176925	15197
14199	ENSG00000176927	24801
14200	ENSG00000176928	17973
14201	ENSG00000176933	13986
14202	ENSG00000176945	23282
14203	ENSG00000176946	23187
14204	ENSG00000176951	14757
14205	ENSG00000176953	25906
14206	ENSG00000176956	6728
14207	ENSG00000176970	39493
14208	ENSG00000176971	33747
14209	ENSG00000176973	16708
14210	ENSG00000176974	10850
14211	ENSG00000176978	14892
14212	ENSG00000176979	21162
14213	ENSG00000176984	NA
14214	ENSG00000176986	10705
14215	ENSG00000176988	26372
14216	ENSG00000176994	17921
14217	ENSG00000176998	21241
14218	ENSG00000177000	7436
14219	ENSG00000177023	26165
14220	ENSG00000177025	28642
14221	ENSG00000177030	14677
14222	ENSG00000177034	24812
14223	ENSG00000177042	27453
14224	ENSG00000177045	10891
14225	ENSG00000177047	5448
14226	ENSG00000177051	25069
14227	ENSG00000177054	18413
14228	ENSG00000177058	26907
14229	ENSG00000177076	23675
14230	ENSG00000177082	25928
14231	ENSG00000177084	9177
14232	ENSG00000177096	27161
14233	ENSG00000177098	10592
14234	ENSG00000177103	14656
14235	ENSG00000177105	672
14236	ENSG00000177106	21296
14237	ENSG00000177108	20106
14238	ENSG00000177112	43434
14239	ENSG00000177119	25240
14240	ENSG00000177125	31446
14241	ENSG00000177133	48664
14242	ENSG00000177138	18404
14243	ENSG00000177143	1866
14244	ENSG00000177144	18012
14245	ENSG00000177150	28346
14246	ENSG00000177151	31257
14247	ENSG00000177156	11559
14248	ENSG00000177169	12558
14249	ENSG00000177173	39740
14250	ENSG00000177174	15026
14251	ENSG00000177181	28725
14252	ENSG00000177182	23139
14253	ENSG00000177186	19594
14254	ENSG00000177189	10432
14255	ENSG00000177191	24139
14256	ENSG00000177192	15508
14257	ENSG00000177197	41977
14258	ENSG00000177200	25701
14259	ENSG00000177201	19592
14260	ENSG00000177202	16441
14261	ENSG00000177212	31255
14262	ENSG00000177225	26616
14263	ENSG00000177233	8267
14264	ENSG00000177234	31365
14265	ENSG00000177238	32671
14266	ENSG00000177239	6823
14267	ENSG00000177243	31702
14268	ENSG00000177257	30193
14269	ENSG00000177261	37946
14270	ENSG00000177272	6221
14271	ENSG00000177275	15001
14272	ENSG00000177283	4046
14273	ENSG00000177291	23296
14274	ENSG00000177294	28565
14275	ENSG00000177300	2044
14276	ENSG00000177301	6220
14277	ENSG00000177302	11992
14278	ENSG00000177303	18200
14279	ENSG00000177306	15098
14280	ENSG00000177311	26636
14281	ENSG00000177324	28509
14282	ENSG00000177335	26731
14283	ENSG00000177337	31676
14284	ENSG00000177338	26863
14285	ENSG00000177340	NA
14286	ENSG00000177350	23539
14287	ENSG00000177352	25760
14288	ENSG00000177354	26973
14289	ENSG00000177359	NA
14290	ENSG00000177363	33724
14291	ENSG00000177369	NA
14292	ENSG00000177370	17317
14293	ENSG00000177374	4909
14294	ENSG00000177380	9247
14295	ENSG00000177383	29639
14296	ENSG00000177398	12560
14297	ENSG00000177400	8458
14298	ENSG00000177406	NA
14299	ENSG00000177409	1349
14300	ENSG00000177410	33101
14301	ENSG00000177414	28559
14302	ENSG00000177418	NA
14303	ENSG00000177425	8614
14304	ENSG00000177426	11776
14305	ENSG00000177427	17920
14306	ENSG00000177432	19968
14307	ENSG00000177447	33950
14308	ENSG00000177452	NA
14309	ENSG00000177453	28646
14310	ENSG00000177455	1633
14311	ENSG00000177459	26823
14312	ENSG00000177462	15020
14313	ENSG00000177463	7972
14314	ENSG00000177464	4497
14315	ENSG00000177465	19748
14316	ENSG00000177468	18003
14317	ENSG00000177469	9688
14318	ENSG00000177476	15008
14319	ENSG00000177479	690
14320	ENSG00000177483	24756
14321	ENSG00000177485	16682
14322	ENSG00000177489	15007
14323	ENSG00000177494	20710
14324	ENSG00000177504	18158
14325	ENSG00000177508	14360
14326	ENSG00000177511	14269
14327	ENSG00000177519	24201
14328	ENSG00000177535	31249
14329	ENSG00000177542	19954
14330	ENSG00000177548	24817
14331	ENSG00000177551	7818
14332	ENSG00000177553	NA
14333	ENSG00000177556	798
14334	ENSG00000177558	26366
14335	ENSG00000177565	29529
14336	ENSG00000177570	31750
14337	ENSG00000177575	1631
14338	ENSG00000177576	31690
14339	ENSG00000177586	19589
14340	ENSG00000177590	30975
14341	ENSG00000177595	16491
14342	ENSG00000177596	NA
14343	ENSG00000177599	23706
14344	ENSG00000177600	10377
14345	ENSG00000177602	19682
14346	ENSG00000177606	6204
14347	ENSG00000177613	17086
14348	ENSG00000177614	19405
14349	ENSG00000177627	28553
14350	ENSG00000177628	4177
14351	ENSG00000177640	22933
14352	ENSG00000177646	21497
14353	ENSG00000177663	5985
14354	ENSG00000177666	30802
14355	ENSG00000177669	32311
14356	ENSG00000177673	28563
14357	ENSG00000177674	13539
14358	ENSG00000177675	30375
14359	ENSG00000177679	26729
14360	ENSG00000177683	23188
14361	ENSG00000177684	18095
14362	ENSG00000177685	28703
14363	ENSG00000177688	21181
14364	ENSG00000177689	25377
14365	ENSG00000177692	1297
14366	ENSG00000177693	8301
14367	ENSG00000177694	23219
14368	ENSG00000177697	1630
14369	ENSG00000177699	NA
14370	ENSG00000177700	9199
14371	ENSG00000177706	22140
14372	ENSG00000177707	17664
14373	ENSG00000177710	15546
14374	ENSG00000177721	33463
14375	ENSG00000177725	NA
14376	ENSG00000177728	28983
14377	ENSG00000177731	3750
14378	ENSG00000177732	11198
14379	ENSG00000177733	5030
14380	ENSG00000177736	51607
14381	ENSG00000177738	NA
14382	ENSG00000177752	26825
14383	ENSG00000177757	32236
14384	ENSG00000177770	39854
14385	ENSG00000177776	19790
14386	ENSG00000177788	NA
14387	ENSG00000177791	13752
14388	ENSG00000177800	32307
14389	ENSG00000177803	NA
14390	ENSG00000177807	6256
14391	ENSG00000177822	NA
14392	ENSG00000177830	28474
14393	ENSG00000177839	8694
14394	ENSG00000177842	28742
14395	ENSG00000177853	29009
14396	ENSG00000177854	13705
14397	ENSG00000177855	45123
14398	ENSG00000177868	29204
14399	ENSG00000177873	26910
14400	ENSG00000177875	33749
14401	ENSG00000177879	2013
14402	ENSG00000177885	4566
14403	ENSG00000177888	24819
14404	ENSG00000177889	12492
14405	ENSG00000177910	24508
14406	ENSG00000177917	24048
14407	ENSG00000177932	16736
14408	ENSG00000177938	24205
14409	ENSG00000177943	24083
14410	ENSG00000177946	28272
14411	ENSG00000177947	19905
14412	ENSG00000177951	19348
14413	ENSG00000177954	10416
14414	ENSG00000177963	29550
14415	ENSG00000177971	14497
14416	ENSG00000177981	17183
14417	ENSG00000177984	33777
14418	ENSG00000177989	34388
14419	ENSG00000177990	19414
14420	ENSG00000177992	26672
14421	ENSG00000177993	41927
14422	ENSG00000177994	26861
14423	ENSG00000178015	23628
14424	ENSG00000178021	14521
14425	ENSG00000178026	33155
14426	ENSG00000178028	18291
14427	ENSG00000178031	14632
14428	ENSG00000178033	21568
14429	ENSG00000178035	6053
14430	ENSG00000178038	20605
14431	ENSG00000178053	7125
14432	ENSG00000178055	30716
14433	ENSG00000178057	29918
14434	ENSG00000178074	26799
14435	ENSG00000178075	25252
14436	ENSG00000178078	30430
14437	ENSG00000178081	15777
14438	ENSG00000178082	21736
14439	ENSG00000178084	24003
14440	ENSG00000178093	30410
14441	ENSG00000178096	24263
14442	ENSG00000178104	15580
14443	ENSG00000178105	2735
14444	ENSG00000178107	NA
14445	ENSG00000178115	44408
14446	ENSG00000178125	33732
14447	ENSG00000178127	7717
14448	ENSG00000178130	32410
14449	ENSG00000178146	NA
14450	ENSG00000178149	25536
14451	ENSG00000178150	12894
14452	ENSG00000178162	49279
14453	ENSG00000178163	29365
14454	ENSG00000178171	26771
14455	ENSG00000178172	29486
14456	ENSG00000178175	18316
14457	ENSG00000178177	30776
14458	ENSG00000178184	16076
14459	ENSG00000178187	21200
14460	ENSG00000178188	30417
14461	ENSG00000178193	NA
14462	ENSG00000178199	21175
14463	ENSG00000178201	13548
14464	ENSG00000178202	28496
14465	ENSG00000178209	9069
14466	ENSG00000178217	31440
14467	ENSG00000178222	27729
14468	ENSG00000178226	26906
14469	ENSG00000178229	25281
14470	ENSG00000178233	21315
14471	ENSG00000178234	19875
14472	ENSG00000178235	20297
14473	ENSG00000178243	28581
14474	ENSG00000178248	52446
14475	ENSG00000178252	12758
14476	ENSG00000178257	13732
14477	ENSG00000178279	11952
14478	ENSG00000178287	33342
14479	ENSG00000178295	26881
14480	ENSG00000178297	30079
14481	ENSG00000178301	19940
14482	ENSG00000178307	16823
14483	ENSG00000178338	17197
14484	ENSG00000178342	6249
14485	ENSG00000178343	25159
14486	ENSG00000178358	15146
14487	ENSG00000178363	1452
14488	ENSG00000178372	18180
14489	ENSG00000178381	28073
14490	ENSG00000178385	34006
14491	ENSG00000178386	13016
14492	ENSG00000178394	5286
14493	ENSG00000178395	26654
14494	ENSG00000178397	22422
14495	ENSG00000178401	25802
14496	ENSG00000178403	13805
14497	ENSG00000178404	44659
14498	ENSG00000178409	23040
14499	ENSG00000178412	NA
14500	ENSG00000178425	21556
14501	ENSG00000178429	23744
14502	ENSG00000178440	45009
14503	ENSG00000178445	4313
14504	ENSG00000178449	28216
14505	ENSG00000178457	16622
14506	ENSG00000178458	42982
14507	ENSG00000178460	26368
14508	ENSG00000178462	23534
14509	ENSG00000178464	36882
14510	ENSG00000178467	28858
14511	ENSG00000178473	17781
14512	ENSG00000178498	24457
14513	ENSG00000178502	19008
14514	ENSG00000178503	43912
14515	ENSG00000178522	452
14516	ENSG00000178531	31108
14517	ENSG00000178537	1421
14518	ENSG00000178538	1382
14519	ENSG00000178556	24608
14520	ENSG00000178562	1653
14521	ENSG00000178567	19735
14522	ENSG00000178568	3432
14523	ENSG00000178573	6776
14524	ENSG00000178585	16913
14525	ENSG00000178586	15042
14526	ENSG00000178591	18105
14527	ENSG00000178596	37781
14528	ENSG00000178597	33131
14529	ENSG00000178602	22644
14530	ENSG00000178605	30189
14531	ENSG00000178605	30189
14532	ENSG00000178607	3449
14533	ENSG00000178623	4492
14534	ENSG00000178631	146
14535	ENSG00000178636	NA
