ensembl	hgnc
32621	ENSG00000234840	49796
32622	ENSG00000234841	NA
32623	ENSG00000234842	52032
32624	ENSG00000234844	33952
32625	ENSG00000234848	NA
32626	ENSG00000234850	38727
32627	ENSG00000234851	35942
32628	ENSG00000234853	48845
32629	ENSG00000234854	44394
32630	ENSG00000234855	51198
32631	ENSG00000234857	49189
32632	ENSG00000234859	NA
32633	ENSG00000234860	NA
32634	ENSG00000234861	827
32635	ENSG00000234862	NA
32636	ENSG00000234863	NA
32637	ENSG00000234864	NA
32638	ENSG00000234865	NA
32639	ENSG00000234869	NA
32640	ENSG00000234871	Unknown
32641	ENSG00000234872	NA
32642	ENSG00000234877	NA
32643	ENSG00000234878	16530
32644	ENSG00000234880	33165
32645	ENSG00000234881	45150
32646	ENSG00000234882	6102
32647	ENSG00000234883	35460
32648	ENSG00000234884	NA
32649	ENSG00000234886	42295
32650	ENSG00000234888	23887
32651	ENSG00000234889	NA
32652	ENSG00000234890	48753
32653	ENSG00000234891	NA
32654	ENSG00000234892	NA
32655	ENSG00000234894	NA
32656	ENSG00000234895	14790
32657	ENSG00000234896	8438
32658	ENSG00000234898	43579
32659	ENSG00000234899	49321
32660	ENSG00000234900	NA
32661	ENSG00000234901	39476
32662	ENSG00000234902	NA
32663	ENSG00000234903	NA
32664	ENSG00000234906	609
32665	ENSG00000234907	NA
32666	ENSG00000234910	6020
32667	ENSG00000234911	35455
32668	ENSG00000234912	33099
32669	ENSG00000234913	NA
32670	ENSG00000234915	NA
32671	ENSG00000234917	NA
32672	ENSG00000234918	NA
32673	ENSG00000234919	52633
32674	ENSG00000234921	NA
32675	ENSG00000234922	43964
32676	ENSG00000234925	49626
32677	ENSG00000234927	39362
32678	ENSG00000234928	52447
32679	ENSG00000234929	NA
32680	ENSG00000234931	45119
32681	ENSG00000234932	NA
32682	ENSG00000234933	16339
32683	ENSG00000234934	42291
32684	ENSG00000234936	NA
32685	ENSG00000234937	NA
32686	ENSG00000234938	NA
32687	ENSG00000234939	42119
32688	ENSG00000234940	NA
32689	ENSG00000234941	NA
32690	ENSG00000234942	44131
32691	ENSG00000234943	NA
32692	ENSG00000234944	NA
32693	ENSG00000234945	40269
32694	ENSG00000234946	45178
32695	ENSG00000234948	51228
32696	ENSG00000234949	NA
32697	ENSG00000234950	23894
32698	ENSG00000234952	NA
32699	ENSG00000234953	NA
32700	ENSG00000234956	53572
32701	ENSG00000234958	38717
32702	ENSG00000234958	38717
32703	ENSG00000234961	NA
32704	ENSG00000234962	27422
32705	ENSG00000234964	31070
32706	ENSG00000234965	18351
32707	ENSG00000234967	NA
32708	ENSG00000234969	NA
32709	ENSG00000234973	NA
32710	ENSG00000234975	3989
32711	ENSG00000234977	NA
32712	ENSG00000234979	NA
32713	ENSG00000234981	NA
32714	ENSG00000234982	NA
32715	ENSG00000234983	NA
32716	ENSG00000234984	32211
32717	ENSG00000234985	NA
32718	ENSG00000234986	NA
32719	ENSG00000234988	52665
32720	ENSG00000234993	44984
32721	ENSG00000234995	NA
32722	ENSG00000234996	NA
32723	ENSG00000234997	NA
32724	ENSG00000234998	NA
32725	ENSG00000234999	49834
32726	ENSG00000235001	23946
32727	ENSG00000235002	NA
32728	ENSG00000235004	38766
32729	ENSG00000235005	NA
32730	ENSG00000235007	NA
32731	ENSG00000235008	NA
32732	ENSG00000235009	52702
32733	ENSG00000235010	NA
32734	ENSG00000235011	NA
32735	ENSG00000235012	NA
32736	ENSG00000235013	43772
32737	ENSG00000235014	38796
32738	ENSG00000235015	49561
32739	ENSG00000235016	40518
32740	ENSG00000235018	NA
32741	ENSG00000235020	NA
32742	ENSG00000235021	NA
32743	ENSG00000235023	NA
32744	ENSG00000235024	NA
32745	ENSG00000235026	40941
32746	ENSG00000235027	NA
32747	ENSG00000235028	39374
32748	ENSG00000235029	40278
32749	ENSG00000235032	40096
32750	ENSG00000235033	NA
32751	ENSG00000235034	40041
32752	ENSG00000235035	NA
32753	ENSG00000235036	NA
32754	ENSG00000235038	NA
32755	ENSG00000235039	39475
32756	ENSG00000235040	31342
32757	ENSG00000235042	NA
32758	ENSG00000235043	44050
32759	ENSG00000235044	16545
32760	ENSG00000235045	35914
32761	ENSG00000235047	NA
32762	ENSG00000235049	48634
32763	ENSG00000235050	40963
32764	ENSG00000235051	NA
32765	ENSG00000235052	NA
32766	ENSG00000235054	52567
32767	ENSG00000235055	NA
32768	ENSG00000235056	NA
32769	ENSG00000235058	40890
32770	ENSG00000235059	NA
32771	ENSG00000235060	12675
32772	ENSG00000235061	44890
32773	ENSG00000235062	1018
32774	ENSG00000235064	35470
32775	ENSG00000235065	16597
32776	ENSG00000235066	NA
32777	ENSG00000235069	NA
32778	ENSG00000235070	NA
32779	ENSG00000235071	NA
32780	ENSG00000235072	NA
32781	ENSG00000235076	38558
32782	ENSG00000235077	NA
32783	ENSG00000235078	NA
32784	ENSG00000235079	43594
32785	ENSG00000235080	42285
32786	ENSG00000235081	NA
32787	ENSG00000235082	33150
32788	ENSG00000235083	NA
32789	ENSG00000235084	39590
32790	ENSG00000235085	NA
32791	ENSG00000235086	41460
32792	ENSG00000235088	NA
32793	ENSG00000235089	NA
32794	ENSG00000235090	39485
32795	ENSG00000235091	NA
32796	ENSG00000235092	51103
32797	ENSG00000235094	NA
32798	ENSG00000235095	NA
32799	ENSG00000235096	NA
32800	ENSG00000235097	42047
32801	ENSG00000235098	42950
32802	ENSG00000235099	NA
32803	ENSG00000235100	NA
32804	ENSG00000235101	42928
32805	ENSG00000235102	52339
32806	ENSG00000235105	NA
32807	ENSG00000235106	24742
32808	ENSG00000235108	5443
32809	ENSG00000235109	14097
32810	ENSG00000235110	NA
32811	ENSG00000235111	NA
32812	ENSG00000235112	49346
32813	ENSG00000235113	NA
32814	ENSG00000235115	39592
32815	ENSG00000235118	52388
32816	ENSG00000235119	NA
32817	ENSG00000235120	40102
32818	ENSG00000235121	NA
32819	ENSG00000235122	NA
32820	ENSG00000235123	40197
32821	ENSG00000235124	33369
32822	ENSG00000235126	NA
32823	ENSG00000235127	NA
32824	ENSG00000235128	NA
32825	ENSG00000235129	41952
32826	ENSG00000235131	NA
32827	ENSG00000235133	35932
32828	ENSG00000235136	NA
32829	ENSG00000235137	32540
32830	ENSG00000235138	NA
32831	ENSG00000235139	NA
32832	ENSG00000235140	NA
32833	ENSG00000235141	49369
32834	ENSG00000235142	53549
32835	ENSG00000235143	NA
32836	ENSG00000235145	35478
32837	ENSG00000235146	NA
32838	ENSG00000235147	NA
32839	ENSG00000235148	39315
32840	ENSG00000235149	NA
32841	ENSG00000235150	45167
32842	ENSG00000235151	NA
32843	ENSG00000235152	NA
32844	ENSG00000235154	NA
32845	ENSG00000235156	30443
32846	ENSG00000235158	NA
32847	ENSG00000235159	NA
32848	ENSG00000235160	53147
32849	ENSG00000235162	35164
32850	ENSG00000235163	NA
32851	ENSG00000235165	21261
32852	ENSG00000235166	50762
32853	ENSG00000235168	NA
32854	ENSG00000235169	44204
32855	ENSG00000235170	42080
32856	ENSG00000235172	27416
32857	ENSG00000235173	24161
32858	ENSG00000235174	21383
32859	ENSG00000235175	36004
32860	ENSG00000235180	43916
32861	ENSG00000235181	NA
32862	ENSG00000235182	NA
32863	ENSG00000235183	53769
32864	ENSG00000235185	NA
32865	ENSG00000235186	NA
32866	ENSG00000235189	NA
32867	ENSG00000235190	NA
32868	ENSG00000235191	40419
32869	ENSG00000235192	NA
32870	ENSG00000235193	NA
32871	ENSG00000235194	14943
32872	ENSG00000235196	NA
32873	ENSG00000235197	30957
32874	ENSG00000235198	NA
32875	ENSG00000235199	39969
32876	ENSG00000235200	52490
32877	ENSG00000235201	53750
32878	ENSG00000235202	51264
32879	ENSG00000235203	32408
32880	ENSG00000235204	NA
32881	ENSG00000235205	39256
32882	ENSG00000235207	42175
32883	ENSG00000235208	NA
32884	ENSG00000235209	NA
32885	ENSG00000235211	41950
32886	ENSG00000235213	14739
32887	ENSG00000235214	16113
32888	ENSG00000235215	NA
32889	ENSG00000235217	16256
32890	ENSG00000235218	NA
32891	ENSG00000235219	NA
32892	ENSG00000235221	NA
32893	ENSG00000235224	NA
32894	ENSG00000235225	NA
32895	ENSG00000235226	NA
32896	ENSG00000235227	37358
32897	ENSG00000235232	29742
32898	ENSG00000235235	5760
32899	ENSG00000235236	NA
32900	ENSG00000235237	NA
32901	ENSG00000235238	13985
32902	ENSG00000235239	NA
32903	ENSG00000235240	NA
32904	ENSG00000235241	NA
32905	ENSG00000235242	NA
32906	ENSG00000235243	NA
32907	ENSG00000235244	50862
32908	ENSG00000235245	NA
32909	ENSG00000235246	NA
32910	ENSG00000235248	14699
32911	ENSG00000235251	NA
32912	ENSG00000235253	NA
32913	ENSG00000235254	31717
32914	ENSG00000235256	50376
32915	ENSG00000235257	49668
32916	ENSG00000235258	45254
32917	ENSG00000235262	41384
32918	ENSG00000235263	NA
32919	ENSG00000235264	36827
32920	ENSG00000235266	36985
32921	ENSG00000235267	NA
32922	ENSG00000235268	37098
32923	ENSG00000235269	53251
32924	ENSG00000235271	50728
32925	ENSG00000235272	21234
32926	ENSG00000235274	NA
32927	ENSG00000235275	33384
32928	ENSG00000235277	NA
32929	ENSG00000235278	35166
32930	ENSG00000235279	NA
32931	ENSG00000235280	39825
32932	ENSG00000235281	NA
32933	ENSG00000235282	49654
32934	ENSG00000235284	10219
32935	ENSG00000235285	41492
32936	ENSG00000235286	NA
32937	ENSG00000235288	NA
32938	ENSG00000235289	37632
32939	ENSG00000235290	23425
32940	ENSG00000235292	NA
32941	ENSG00000235293	NA
32942	ENSG00000235294	36714
32943	ENSG00000235295	52421
32944	ENSG00000235296	NA
32945	ENSG00000235297	17984
32946	ENSG00000235298	NA
32947	ENSG00000235299	29725
32948	ENSG00000235300	NA
32949	ENSG00000235301	19394
32950	ENSG00000235303	NA
32951	ENSG00000235304	50337
32952	ENSG00000235306	37786
32953	ENSG00000235308	NA
32954	ENSG00000235310	50425
32955	ENSG00000235312	18951
32956	ENSG00000235313	41424
32957	ENSG00000235314	22332
32958	ENSG00000235315	36625
32959	ENSG00000235316	45003
32960	ENSG00000235318	42247
32961	ENSG00000235319	NA
32962	ENSG00000235321	NA
32963	ENSG00000235323	24322
32964	ENSG00000235325	NA
32965	ENSG00000235328	NA
32966	ENSG00000235329	NA
32967	ENSG00000235330	37008
32968	ENSG00000235332	51930
32969	ENSG00000235333	48897
32970	ENSG00000235334	51543
32971	ENSG00000235335	NA
32972	ENSG00000235337	NA
32973	ENSG00000235338	44482
32974	ENSG00000235339	49562
32975	ENSG00000235343	52453
32976	ENSG00000235347	NA
32977	ENSG00000235349	NA
32978	ENSG00000235350	NA
32979	ENSG00000235351	NA
32980	ENSG00000235352	NA
32981	ENSG00000235354	35560
32982	ENSG00000235356	NA
32983	ENSG00000235357	14109
32984	ENSG00000235358	NA
32985	ENSG00000235361	NA
32986	ENSG00000235363	39329
32987	ENSG00000235366	49049
32988	ENSG00000235368	51278
32989	ENSG00000235369	36648
32990	ENSG00000235370	48500
32991	ENSG00000235371	NA
32992	ENSG00000235374	23131
32993	ENSG00000235376	45241
32994	ENSG00000235377	NA
32995	ENSG00000235378	29728
32996	ENSG00000235379	36988
32997	ENSG00000235381	NA
32998	ENSG00000235382	42218
32999	ENSG00000235385	53015
33000	ENSG00000235386	NA
33001	ENSG00000235387	27244
33002	ENSG00000235389	NA
33003	ENSG00000235390	NA
33004	ENSG00000235397	40849
33005	ENSG00000235399	NA
33006	ENSG00000235400	NA
33007	ENSG00000235403	NA
33008	ENSG00000235407	52509
33009	ENSG00000235408	10233
33010	ENSG00000235410	NA
33011	ENSG00000235411	NA
33012	ENSG00000235412	31891
33013	ENSG00000235413	48890
33014	ENSG00000235414	36362
33015	ENSG00000235415	NA
33016	ENSG00000235416	NA
33017	ENSG00000235419	NA
33018	ENSG00000235420	36601
33019	ENSG00000235421	NA
33020	ENSG00000235422	49053
33021	ENSG00000235423	NA
33022	ENSG00000235424	49348
33023	ENSG00000235425	35756
33024	ENSG00000235426	NA
33025	ENSG00000235427	NA
33026	ENSG00000235429	NA
33027	ENSG00000235430	43768
33028	ENSG00000235431	NA
33029	ENSG00000235432	NA
33030	ENSG00000235433	52062
33031	ENSG00000235434	NA
33032	ENSG00000235435	NA
33033	ENSG00000235436	22176
33034	ENSG00000235437	28090
33035	ENSG00000235438	24647
33036	ENSG00000235440	NA
33037	ENSG00000235444	30150
33038	ENSG00000235445	NA
33039	ENSG00000235446	NA
33040	ENSG00000235447	50347
33041	ENSG00000235448	49761
33042	ENSG00000235449	NA
33043	ENSG00000235450	NA
33044	ENSG00000235451	38085
33045	ENSG00000235453	31420
33046	ENSG00000235454	50772
33047	ENSG00000235455	41297
33048	ENSG00000235459	36614
33049	ENSG00000235461	NA
33050	ENSG00000235462	37723
33051	ENSG00000235463	NA
33052	ENSG00000235464	NA
33053	ENSG00000235467	36770
33054	ENSG00000235469	29722
33055	ENSG00000235470	51220
33056	ENSG00000235472	37926
33057	ENSG00000235475	50623
33058	ENSG00000235478	52452
33059	ENSG00000235479	38108
33060	ENSG00000235480	NA
33061	ENSG00000235481	49911
33062	ENSG00000235482	44539
33063	ENSG00000235483	40270
33064	ENSG00000235485	NA
33065	ENSG00000235486	NA
33066	ENSG00000235488	40314
33067	ENSG00000235489	45059
33068	ENSG00000235491	52708
33069	ENSG00000235492	49671
33070	ENSG00000235493	52793
33071	ENSG00000235494	NA
33072	ENSG00000235495	NA
33073	ENSG00000235497	NA
33074	ENSG00000235499	NA
33075	ENSG00000235500	38115
33076	ENSG00000235501	NA
33077	ENSG00000235503	NA
33078	ENSG00000235505	NA
33079	ENSG00000235508	15838
33080	ENSG00000235510	NA
33081	ENSG00000235511	2589
33082	ENSG00000235512	40013
33083	ENSG00000235513	NA
33084	ENSG00000235514	50492
33085	ENSG00000235518	NA
33086	ENSG00000235519	52619
33087	ENSG00000235521	38763
33088	ENSG00000235522	NA
33089	ENSG00000235523	NA
33090	ENSG00000235524	52088
33091	ENSG00000235525	16547
33092	ENSG00000235526	NA
33093	ENSG00000235527	50576
33094	ENSG00000235529	41427
33095	ENSG00000235530	NA
33096	ENSG00000235531	48724
33097	ENSG00000235532	42732
33098	ENSG00000235533	NA
33099	ENSG00000235534	3648
33100	ENSG00000235535	40592
33101	ENSG00000235537	NA
33102	ENSG00000235538	NA
33103	ENSG00000235539	42082
33104	ENSG00000235544	16553
33105	ENSG00000235545	NA
33106	ENSG00000235546	NA
33107	ENSG00000235547	33980
33108	ENSG00000235548	NA
33109	ENSG00000235549	49615
33110	ENSG00000235550	39687
33111	ENSG00000235552	36133
33112	ENSG00000235554	NA
33113	ENSG00000235555	33151
33114	ENSG00000235558	NA
33115	ENSG00000235559	13962
33116	ENSG00000235560	NA
33117	ENSG00000235563	NA
33118	ENSG00000235564	NA
33119	ENSG00000235568	29872
33120	ENSG00000235570	18690
33121	ENSG00000235571	39622
33122	ENSG00000235572	NA
33123	ENSG00000235573	NA
33124	ENSG00000235574	NA
33125	ENSG00000235575	NA
33126	ENSG00000235576	52690
33127	ENSG00000235578	NA
33128	ENSG00000235579	NA
33129	ENSG00000235581	NA
33130	ENSG00000235582	NA
33131	ENSG00000235583	NA
33132	ENSG00000235584	NA
33133	ENSG00000235586	NA
33134	ENSG00000235587	4143
33135	ENSG00000235590	24872
33136	ENSG00000235592	NA
33137	ENSG00000235593	39987
33138	ENSG00000235594	NA
33139	ENSG00000235595	37775
33140	ENSG00000235597	27165
33141	ENSG00000235598	10456
33142	ENSG00000235601	50673
33143	ENSG00000235602	9222
33144	ENSG00000235605	NA
33145	ENSG00000235606	39069
33146	ENSG00000235608	24975
33147	ENSG00000235609	NA
33148	ENSG00000235610	NA
33149	ENSG00000235612	NA
33150	ENSG00000235613	38087
33151	ENSG00000235615	NA
33152	ENSG00000235616	38716
33153	ENSG00000235617	NA
33154	ENSG00000235618	45010
33155	ENSG00000235619	36475
33156	ENSG00000235620	NA
33157	ENSG00000235621	27657
33158	ENSG00000235623	15126
33159	ENSG00000235625	NA
33160	ENSG00000235626	48893
33161	ENSG00000235627	39667
33162	ENSG00000235628	41391
33163	ENSG00000235629	NA
33164	ENSG00000235631	22411
33165	ENSG00000235635	NA
33166	ENSG00000235636	38472
33167	ENSG00000235637	NA
33168	ENSG00000235638	39477
33169	ENSG00000235639	NA
33170	ENSG00000235640	NA
33171	ENSG00000235641	27862
33172	ENSG00000235642	41932
33173	ENSG00000235643	52434
33174	ENSG00000235644	35724
33175	ENSG00000235645	NA
33176	ENSG00000235646	42051
33177	ENSG00000235647	NA
33178	ENSG00000235649	23932
33179	ENSG00000235651	NA
33180	ENSG00000235652	NA
33181	ENSG00000235653	NA
33182	ENSG00000235655	42980
33183	ENSG00000235656	36856
33184	ENSG00000235659	NA
33185	ENSG00000235660	42503
33186	ENSG00000235661	49204
33187	ENSG00000235663	39824
33188	ENSG00000235665	49257
33189	ENSG00000235669	NA
33190	ENSG00000235670	36189
33191	ENSG00000235672	NA
33192	ENSG00000235673	NA
33193	ENSG00000235674	6537
33194	ENSG00000235677	45205
33195	ENSG00000235678	15256
33196	ENSG00000235679	NA
33197	ENSG00000235681	NA
33198	ENSG00000235683	NA
33199	ENSG00000235685	NA
33200	ENSG00000235686	38037
33201	ENSG00000235687	48948
33202	ENSG00000235688	NA
33203	ENSG00000235689	NA
33204	ENSG00000235690	44985
33205	ENSG00000235691	NA
33206	ENSG00000235695	NA
33207	ENSG00000235698	16531
33208	ENSG00000235699	42787
33209	ENSG00000235700	24393
33210	ENSG00000235701	8649
33211	ENSG00000235703	48579
33212	ENSG00000235705	NA
33213	ENSG00000235706	43017
33214	ENSG00000235707	NA
33215	ENSG00000235710	NA
33216	ENSG00000235711	33888
33217	ENSG00000235713	NA
33218	ENSG00000235716	33416
33219	ENSG00000235717	40940
33220	ENSG00000235718	18121
33221	ENSG00000235719	37627
33222	ENSG00000235720	4072
33223	ENSG00000235721	NA
33224	ENSG00000235724	NA
33225	ENSG00000235725	NA
33226	ENSG00000235726	NA
33227	ENSG00000235728	NA
33228	ENSG00000235729	NA
33229	ENSG00000235730	14719
33230	ENSG00000235731	53148
33231	ENSG00000235733	Unknown
33232	ENSG00000235734	39380
33233	ENSG00000235735	36442
33234	ENSG00000235736	NA
33235	ENSG00000235737	42010
33236	ENSG00000235738	NA
33237	ENSG00000235740	40943
33238	ENSG00000235741	NA
33239	ENSG00000235742	NA
33240	ENSG00000235743	NA
33241	ENSG00000235746	45194
33242	ENSG00000235748	51699
33243	ENSG00000235749	NA
33244	ENSG00000235750	28950
33245	ENSG00000235756	NA
33246	ENSG00000235759	19327
33247	ENSG00000235760	NA
33248	ENSG00000235761	52165
33249	ENSG00000235763	39324
33250	ENSG00000235768	37631
33251	ENSG00000235770	43944
33252	ENSG00000235772	NA
33253	ENSG00000235774	NA
33254	ENSG00000235775	NA
33255	ENSG00000235776	NA
33256	ENSG00000235777	40196
33257	ENSG00000235778	NA
33258	ENSG00000235779	NA
33259	ENSG00000235780	44455
33260	ENSG00000235781	39760
33261	ENSG00000235782	NA
33262	ENSG00000235784	39547
33263	ENSG00000235785	NA
33264	ENSG00000235786	41440
33265	ENSG00000235787	NA
33266	ENSG00000235790	NA
33267	ENSG00000235794	52167
33268	ENSG00000235795	NA
33269	ENSG00000235797	NA
33270	ENSG00000235802	40273
33271	ENSG00000235803	52152
33272	ENSG00000235804	NA
33273	ENSG00000235805	44599
33274	ENSG00000235806	NA
33275	ENSG00000235808	23772
33276	ENSG00000235810	NA
33277	ENSG00000235811	NA
33278	ENSG00000235812	19822
33279	ENSG00000235813	NA
33280	ENSG00000235815	NA
33281	ENSG00000235816	43888
33282	ENSG00000235817	NA
33283	ENSG00000235818	37331
33284	ENSG00000235819	NA
33285	ENSG00000235820	NA
33286	ENSG00000235821	21669
33287	ENSG00000235822	Unknown
33288	ENSG00000235823	28060
33289	ENSG00000235824	27436
33290	ENSG00000235825	32257
33291	ENSG00000235827	42347
33292	ENSG00000235828	36758
33293	ENSG00000235829	42631
33294	ENSG00000235830	42434
33295	ENSG00000235831	44471
33296	ENSG00000235832	39528
33297	ENSG00000235833	NA
33298	ENSG00000235834	NA
33299	ENSG00000235836	52811
33300	ENSG00000235837	NA
33301	ENSG00000235838	44701
33302	ENSG00000235840	NA
33303	ENSG00000235843	NA
33304	ENSG00000235845	NA
33305	ENSG00000235847	23144
33306	ENSG00000235848	41150
33307	ENSG00000235849	40870
33308	ENSG00000235852	NA
33309	ENSG00000235855	19618
33310	ENSG00000235857	23940
33311	ENSG00000235858	NA
33312	ENSG00000235859	NA
33313	ENSG00000235861	NA
33314	ENSG00000235862	NA
33315	ENSG00000235863	919
33316	ENSG00000235864	44921
33317	ENSG00000235865	23372
33318	ENSG00000235868	37783
33319	ENSG00000235869	NA
33320	ENSG00000235871	NA
33321	ENSG00000235872	NA
33322	ENSG00000235875	40717
33323	ENSG00000235876	39832
33324	ENSG00000235879	39675
33325	ENSG00000235880	NA
33326	ENSG00000235881	NA
33327	ENSG00000235884	48635
33328	ENSG00000235885	52634
33329	ENSG00000235886	NA
33330	ENSG00000235887	NA
33331	ENSG00000235888	NA
33332	ENSG00000235890	1271
33333	ENSG00000235892	44244
33334	ENSG00000235893	NA
33335	ENSG00000235895	NA
33336	ENSG00000235897	41085
33337	ENSG00000235899	51361
33338	ENSG00000235901	NA
33339	ENSG00000235902	NA
33340	ENSG00000235903	39898
33341	ENSG00000235904	39989
33342	ENSG00000235907	NA
33343	ENSG00000235908	41308
33344	ENSG00000235910	40079
33345	ENSG00000235911	NA
33346	ENSG00000235912	NA
33347	ENSG00000235914	37193
33348	ENSG00000235916	NA
33349	ENSG00000235917	52027
33350	ENSG00000235919	44146
33351	ENSG00000235920	NA
33352	ENSG00000235922	NA
33353	ENSG00000235924	45113
33354	ENSG00000235926	35876
33355	ENSG00000235927	31983
33356	ENSG00000235929	49305
33357	ENSG00000235930	49331
33358	ENSG00000235931	23524
33359	ENSG00000235932	NA
33360	ENSG00000235933	52569
33361	ENSG00000235934	NA
33362	ENSG00000235937	NA
33363	ENSG00000235939	NA
33364	ENSG00000235940	42070
33365	ENSG00000235942	31824
33366	ENSG00000235943	41505
33367	ENSG00000235944	22029
33368	ENSG00000235945	NA
33369	ENSG00000235946	NA
33370	ENSG00000235947	37129
33371	ENSG00000235949	NA
33372	ENSG00000235951	NA
33373	ENSG00000235954	29336
33374	ENSG00000235955	48830
33375	ENSG00000235957	2293
33376	ENSG00000235958	44111
33377	ENSG00000235959	NA
33378	ENSG00000235961	28248
33379	ENSG00000235962	36392
33380	ENSG00000235963	33449
33381	ENSG00000235964	4032
33382	ENSG00000235965	NA
33383	ENSG00000235967	2272
33384	ENSG00000235968	NA
33385	ENSG00000235969	43580
33386	ENSG00000235972	NA
33387	ENSG00000235974	33225
33388	ENSG00000235975	NA
33389	ENSG00000235976	NA
33390	ENSG00000235978	NA
33391	ENSG00000235979	NA
33392	ENSG00000235981	NA
33393	ENSG00000235984	39886
33394	ENSG00000235988	NA
33395	ENSG00000235989	26662
33396	ENSG00000235990	36622
33397	ENSG00000235991	NA
33398	ENSG00000235992	39654
33399	ENSG00000235993	NA
33400	ENSG00000235994	NA
33401	ENSG00000235995	44889
33402	ENSG00000235996	NA
33403	ENSG00000235997	52759
33404	ENSG00000235998	31925
33405	ENSG00000236003	NA
33406	ENSG00000236004	NA
33407	ENSG00000236005	NA
33408	ENSG00000236007	52111
33409	ENSG00000236008	52618
33410	ENSG00000236009	NA
33411	ENSG00000236012	43007
33412	ENSG00000236013	NA
33413	ENSG00000236015	NA
33414	ENSG00000236017	25811
33415	ENSG00000236017	25811
33416	ENSG00000236018	NA
33417	ENSG00000236021	NA
33418	ENSG00000236022	NA
33419	ENSG00000236024	50684
33420	ENSG00000236025	NA
33421	ENSG00000236026	NA
33422	ENSG00000236027	35426
33423	ENSG00000236028	NA
33424	ENSG00000236030	Unknown
33425	ENSG00000236031	NA
33426	ENSG00000236032	31286
33427	ENSG00000236035	NA
33428	ENSG00000236036	42782
33429	ENSG00000236039	NA
33430	ENSG00000236040	44462
33431	ENSG00000236041	49370
33432	ENSG00000236042	NA
33433	ENSG00000236044	31060
33434	ENSG00000236045	NA
33435	ENSG00000236046	NA
33436	ENSG00000236047	NA
33437	ENSG00000236048	NA
33438	ENSG00000236049	52738
33439	ENSG00000236051	41023
33440	ENSG00000236052	52430
33441	ENSG00000236053	49105
33442	ENSG00000236054	NA
33443	ENSG00000236056	4160
33444	ENSG00000236058	36051
33445	ENSG00000236060	5251
33446	ENSG00000236062	4633
33447	ENSG00000236064	NA
33448	ENSG00000236065	NA
33449	ENSG00000236068	NA
33450	ENSG00000236069	NA
33451	ENSG00000236072	NA
33452	ENSG00000236073	NA
33453	ENSG00000236075	NA
33454	ENSG00000236076	49112
33455	ENSG00000236077	NA
33456	ENSG00000236078	50783
33457	ENSG00000236079	NA
33458	ENSG00000236080	38017
33459	ENSG00000236081	39071
33460	ENSG00000236082	NA
33461	ENSG00000236083	15107
33462	ENSG00000236085	149
33463	ENSG00000236086	39395
33464	ENSG00000236088	38873
33465	ENSG00000236090	6538
33466	ENSG00000236091	53129
33467	ENSG00000236094	43680
33468	ENSG00000236095	NA
33469	ENSG00000236097	39655
33470	ENSG00000236098	NA
33471	ENSG00000236099	NA
33472	ENSG00000236101	42007
33473	ENSG00000236102	NA
33474	ENSG00000236104	13085
33475	ENSG00000236105	49072
33476	ENSG00000236106	NA
33477	ENSG00000236107	NA
33478	ENSG00000236108	NA
33479	ENSG00000236109	NA
33480	ENSG00000236110	15113
33481	ENSG00000236111	NA
33482	ENSG00000236114	NA
33483	ENSG00000236115	NA
33484	ENSG00000236116	NA
33485	ENSG00000236117	52426
33486	ENSG00000236118	NA
33487	ENSG00000236119	NA
33488	ENSG00000236120	NA
33489	ENSG00000236121	43765
33490	ENSG00000236123	1823
33491	ENSG00000236124	39388
33492	ENSG00000236125	37176
33493	ENSG00000236126	33284
33494	ENSG00000236129	NA
33495	ENSG00000236130	44086
33496	ENSG00000236131	38733
33497	ENSG00000236132	NA
33498	ENSG00000236133	49109
33499	ENSG00000236136	265
33500	ENSG00000236137	NA
33501	ENSG00000236138	50807
33502	ENSG00000236140	NA
33503	ENSG00000236141	NA
33504	ENSG00000236144	51273
33505	ENSG00000236145	NA
33506	ENSG00000236146	NA
33507	ENSG00000236148	35664
33508	ENSG00000236151	NA
33509	ENSG00000236152	29771
33510	ENSG00000236153	NA
33511	ENSG00000236154	NA
33512	ENSG00000236155	NA
33513	ENSG00000236156	44491
33514	ENSG00000236158	44531
33515	ENSG00000236159	NA
33516	ENSG00000236160	NA
33517	ENSG00000236162	NA
33518	ENSG00000236164	NA
33519	ENSG00000236165	44534
33520	ENSG00000236166	NA
33521	ENSG00000236167	38563
33522	ENSG00000236168	NA
33523	ENSG00000236170	5482
33524	ENSG00000236171	36811
33525	ENSG00000236172	49838
33526	ENSG00000236173	NA
33527	ENSG00000236175	43625
33528	ENSG00000236176	42671
33529	ENSG00000236179	51896
33530	ENSG00000236180	NA
33531	ENSG00000236182	NA
33532	ENSG00000236184	31091
33533	ENSG00000236185	48754
33534	ENSG00000236187	32542
33535	ENSG00000236188	40479
33536	ENSG00000236189	36010
33537	ENSG00000236190	NA
33538	ENSG00000236191	36848
33539	ENSG00000236193	52776
33540	ENSG00000236194	NA
33541	ENSG00000236195	44906
33542	ENSG00000236197	NA
33543	ENSG00000236199	NA
33544	ENSG00000236200	40528
33545	ENSG00000236202	40267
33546	ENSG00000236204	50637
33547	ENSG00000236205	NA
33548	ENSG00000236206	NA
33549	ENSG00000236208	45007
33550	ENSG00000236209	NA
33551	ENSG00000236211	52009
33552	ENSG00000236212	NA
